# Simulation 1 (Up to date)
# 738 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
8.877,1646.975,87.754,-14.936,87.783,14.936,40.094,0.01,40.094,0.015,2.252,0.066,28.61,-80.6,9.787,0.088,-0.007,-2.901,-0.029,1562.48,387.52,0.168,0.002,989.676,834.139,2.222,0.263,6.402e6,0,8.039,0.519,0.519,0.29,0.1,0.129,0.02,0.044,-4.114e-4,0,0,0,0,-2.564e-4,0.011,70,38.485,87.166,0.045,1.958,4.295,830.684,333.901,0.05,0.017
8.927,1651.344,87.009,-14.855,87.039,14.855,40.207,0.011,40.207,0.015,2.258,0.114,28.61,-80.6,9.787,0.172,-0.007,-1.025,-0.015,1562.48,387.52,0.168,0.002,988.776,834.139,2.209,0.261,6.345e6,0,7.898,0.519,0.519,0.29,0.1,0.129,0.039,0.087,-2.86e-4,0,0,0,0,-3.254e-5,0.011,70,38.485,87.064,0.044,1.926,4.266,830.242,333.884,0.05,0.017
8.977,1655.676,86.269,-14.76,86.299,14.76,40.32,0.011,40.32,0.015,2.261,0.003,28.61,-80.6,9.787,0.121,-0.007,0.14,-0.005,1562.48,387.52,0.168,0.002,989.28,834.139,2.216,0.259,6.29e6,0,7.759,0.519,0.519,0.29,0.1,0.129,0.028,0.061,-4.224e-4,0,0,0,0,6.2e-7,0.011,70,38.485,87.043,0.039,2.013,4.238,829.803,333.867,0.05,0.017
9.027,1659.971,85.533,-14.666,85.563,14.666,40.433,0.011,40.433,0.015,2.257,0.126,28.61,-80.6,9.787,0.063,-0.007,0.854,-0.016,1562.48,387.52,0.168,0.002,989.863,834.139,2.225,0.257,6.234e6,0,7.621,0.518,0.518,0.29,0.1,0.129,0.014,0.032,-3.804e-5,0,0,0,0,2.337e-5,0.011,70,38.485,87.075,0.031,2.024,4.21,829.368,333.85,0.05,0.017
9.077,1664.23,84.803,-14.575,84.832,14.577,40.546,0.011,40.546,0.015,2.248,0.188,28.61,-80.6,9.787,0.03,-0.007,1.258,-0.024,1562.48,387.52,0.168,0.002,990.18,834.139,2.229,0.254,6.179e6,0,7.486,0.518,0.518,0.29,0.1,0.128,0.007,0.015,-6.336e-5,0,0,0,0,5.163e-5,0.011,70,38.485,87.133,0.022,1.956,4.183,828.937,333.833,0.05,0.017
9.127,1668.452,84.076,-14.487,84.106,14.489,40.658,0.011,40.658,0.016,2.238,0.249,28.61,-80.6,9.787,0.004,-0.007,-1.421,-0.196,1562.48,387.52,0.168,0.002,990.422,834.139,2.233,0.252,6.123e6,0,7.352,0.518,0.518,0.29,0.1,0.128,9.666e-4,0.003,3.587e-4,0,0,0,0,-6.705e-5,0.011,70,38.485,87.203,0.018,1.877,4.155,828.51,333.817,0.05,0.017
9.177,1672.637,83.354,-14.395,83.383,14.401,40.77,0.011,40.77,0.016,2.222,0.415,28.61,-80.6,9.787,0.09,-0.007,-1.19,-0.019,1562.48,387.52,0.168,0.002,989.498,834.139,2.219,0.25,6.069e6,0,7.221,0.518,0.518,0.29,0.1,0.128,0.021,0.046,-6.657e-5,0,0,0,0,-4.779e-5,0.011,70,38.485,87.27,0.023,1.886,4.128,828.086,333.8,0.05,0.017
9.227,1676.787,82.636,-14.31,82.666,14.318,40.88,0.011,40.88,0.016,2.198,0.474,28.61,-80.6,9.787,0.125,-0.007,-0.006,-0.009,1562.48,387.52,0.168,0.002,989.114,834.139,2.214,0.248,6.015e6,0,7.093,0.518,0.518,0.29,0.1,0.128,0.028,0.063,-3.945e-4,0,0,0,0,0,0.011,70,38.485,87.3,0.032,1.886,4.101,827.666,333.784,0.05,0.017
9.277,1680.901,81.923,-14.228,81.952,14.236,40.989,0.011,40.989,0.016,2.175,0.5,28.61,-80.6,9.787,0.141,-0.007,0.823,-0.007,1562.48,387.52,0.168,0.002,988.917,834.139,2.211,0.246,5.961e6,0,6.966,0.518,0.518,0.29,0.1,0.128,0.032,0.072,2.989e-4,0,0,0,0,2.366e-5,0.01,70,38.485,87.279,0.04,1.92,4.074,827.25,333.768,0.05,0.018
9.327,1684.98,81.213,-14.149,81.242,14.157,41.097,0.011,41.097,0.016,2.149,0.482,28.61,-80.6,9.787,0.133,-0.007,2.101,-0.019,1562.48,387.52,0.168,0.002,988.977,834.139,2.212,0.244,5.908e6,0,6.842,0.517,0.517,0.29,0.1,0.128,0.03,0.067,2.762e-4,0,0,0,0,1.57e-4,0.01,70,38.485,87.202,0.047,2.012,4.048,826.837,333.752,0.05,0.018
9.377,1689.023,80.508,-14.08,80.536,14.082,41.204,0.012,41.204,0.016,2.129,0.274,28.61,-80.6,9.787,0.023,-0.007,2.869,-0.104,1562.48,387.52,0.168,0.002,990.099,834.139,2.228,0.242,5.855e6,0,6.719,0.517,0.517,0.29,0.1,0.128,0.005,0.011,-3.639e-4,0,0,0,0,2.979e-4,0.01,70,38.485,87.073,0.051,2.019,4.021,826.428,333.736,0.05,0.018
9.427,1693.03,79.805,-14.02,79.834,14.02,41.311,0.012,41.311,0.016,2.123,0.06,28.61,-80.6,9.787,0.158,-0.007,-2.39,-0.014,1562.48,387.52,0.168,0.002,988.668,834.139,2.208,0.239,5.801e6,0,6.598,0.517,0.517,0.29,0.099,0.127,0.036,0.08,-2.805e-4,0,0,0,0,-2.103e-4,0.01,70,38.485,86.937,0.046,1.919,3.995,826.022,333.72,0.05,0.018
9.477,1697.003,79.106,-13.949,79.135,13.95,41.417,0.012,41.417,0.016,2.132,0.163,28.61,-80.6,9.787,0.218,-0.007,-0.588,-0.007,1562.48,387.52,0.168,0.002,988.025,834.139,2.198,0.237,5.749e6,0,6.479,0.517,0.517,0.29,0.099,0.127,0.05,0.11,4.424e-4,0,0,0,0,-1.295e-5,0.01,70,38.485,86.86,0.04,1.896,3.969,825.62,333.704,0.05,0.018
9.527,1700.941,78.411,-13.863,78.44,13.863,41.524,0.012,41.524,0.017,2.137,0.039,28.61,-80.6,9.787,0.108,-0.007,0.662,-0.011,1562.48,387.52,0.168,0.002,989.146,834.139,2.214,0.235,5.697e6,0,6.362,0.517,0.517,0.29,0.099,0.127,0.025,0.054,-1.739e-4,0,0,0,0,1.67e-5,0.01,70,38.485,86.865,0.03,2.011,3.944,825.222,333.689,0.05,0.018
9.577,1704.844,77.72,-13.78,77.749,13.782,41.63,0.012,41.63,0.017,2.129,0.209,28.61,-80.6,9.787,0.01,-0.007,0.846,-0.075,1562.48,387.52,0.168,0.002,990.151,834.139,2.229,0.233,5.645e6,0,6.246,0.517,0.517,0.29,0.099,0.127,0.002,0.005,2.446e-4,0,0,0,0,2.78e-5,0.01,70,38.485,86.909,0.021,2.062,3.919,824.827,333.674,0.05,0.018
9.627,1708.713,77.033,-13.706,77.062,13.708,41.737,0.012,41.737,0.017,2.117,0.223,28.61,-80.6,9.787,0.003,-0.007,-0.789,-0.311,1562.48,387.52,0.168,0.002,990.204,834.139,2.229,0.231,5.593e6,0,6.132,0.517,0.517,0.29,0.099,0.127,6.173e-4,9.029e-4,1.574e-4,0,0,0,0,-2.457e-5,0.01,70,38.485,86.955,0.015,1.986,3.893,824.435,333.658,0.05,0.018
9.677,1712.548,76.349,-13.634,76.378,13.636,41.842,0.012,41.842,0.017,2.106,0.211,28.61,-80.6,9.787,9.757e-4,-0.007,0.069,-0.926,1562.48,387.52,0.168,0.002,990.201,834.139,2.229,0.229,5.542e6,0,6.019,0.516,0.516,0.29,0.099,0.127,2.218e-4,8.83e-4,3.482e-4,0,0,0,0,1.899e-7,0.01,70,38.485,87,0.014,1.894,3.868,824.047,333.643,0.05,0.018
9.727,1716.348,75.669,-13.562,75.698,13.564,41.947,0.012,41.947,0.017,2.095,0.232,28.61,-80.6,9.787,0.016,-0.007,-0.881,-0.051,1562.48,387.52,0.168,0.002,990.019,834.139,2.227,0.227,5.491e6,0,5.908,0.516,0.516,0.29,0.099,0.127,0.004,0.009,-6.106e-5,0,0,0,0,-3.182e-5,0.01,70,38.485,87.045,0.02,1.832,3.844,823.662,333.628,0.05,0.018
9.777,1720.115,74.993,-13.491,75.022,13.493,42.052,0.013,42.052,0.017,2.083,0.265,28.61,-80.6,9.787,0.041,-0.007,-0.686,-0.012,1562.48,387.52,0.168,0.002,989.739,834.139,2.223,0.225,5.44e6,0,5.799,0.516,0.516,0.29,0.099,0.127,0.009,0.021,-3.014e-4,0,0,0,0,-1.963e-5,0.01,70,38.485,87.085,0.029,1.79,3.819,823.281,333.613,0.05,0.018
9.827,1723.847,74.32,-13.419,74.349,13.423,42.155,0.013,42.155,0.017,2.069,0.319,28.61,-80.6,9.787,0.079,-0.007,-0.329,-0.004,1562.48,387.52,0.168,0.002,989.325,834.139,2.217,0.223,5.389e6,0,5.692,0.516,0.516,0.29,0.099,0.126,0.018,0.04,4.162e-4,0,0,0,0,-4.604e-6,0.01,70,38.485,87.111,0.036,1.785,3.795,822.903,333.599,0.05,0.018
9.877,1727.547,73.651,-13.35,73.679,13.355,42.258,0.013,42.258,0.017,2.051,0.364,28.61,-80.6,9.787,0.11,-0.007,0.312,-0.008,1562.48,387.52,0.168,0.002,988.972,834.139,2.212,0.221,5.34e6,0,5.587,0.516,0.516,0.29,0.099,0.126,0.025,0.056,3.571e-4,0,0,0,0,4.221e-6,0.009,70,38.485,87.111,0.041,1.81,3.771,822.529,333.584,0.05,0.018
9.927,1731.213,72.985,-13.281,73.013,13.287,42.361,0.013,42.361,0.017,2.032,0.407,28.61,-80.6,9.787,0.141,-0.007,1.067,-0.01,1562.48,387.52,0.168,0.002,988.637,834.139,2.207,0.219,5.29e6,0,5.484,0.516,0.516,0.29,0.099,0.126,0.032,0.071,7.4e-5,0,0,0,0,5.007e-5,0.009,70,38.485,87.075,0.044,1.877,3.747,822.158,333.57,0.05,0.019
9.977,1734.845,72.323,-13.215,72.351,13.222,42.462,0.013,42.462,0.018,2.011,0.423,28.61,-80.6,9.787,0.153,-0.007,2.046,3.058e-4,1562.48,387.52,0.168,0.002,988.488,834.139,2.205,0.217,5.241e6,0,5.383,0.516,0.516,0.291,0.099,0.126,0.035,0.077,8.896e-5,0,0,0,0,1.876e-4,0.009,70,38.485,86.996,0.043,1.979,3.724,821.79,333.555,0.05,0.019
10.027,1738.445,71.663,-13.156,71.691,13.16,42.562,0.013,42.562,0.018,1.992,0.318,28.61,-80.6,9.787,0.084,-0.007,2.902,-0.011,1562.48,387.52,0.168,0.002,989.192,834.139,2.215,0.215,5.192e6,0,5.282,0.515,0.515,0.291,0.099,0.126,0.019,0.042,2.194e-4,0,0,0,0,3.843e-4,0.009,70,38.485,86.87,0.04,2.032,3.7,821.426,333.541,0.05,0.019
10.077,1742.012,71.007,-13.104,71.035,13.105,42.661,0.013,42.661,0.018,1.981,0.1,28.61,-80.6,9.787,0.068,-0.007,-2.999,-0.013,1562.48,387.52,0.168,0.002,989.338,834.139,2.217,0.213,5.143e6,0,5.183,0.515,0.515,0.291,0.099,0.126,0.015,0.035,-4.348e-4,0,0,0,0,-4.181e-4,0.009,70,38.485,86.719,0.038,2.002,3.677,821.065,333.527,0.05,0.019
10.127,1745.546,70.353,-13.053,70.381,13.053,42.76,0.013,42.76,0.018,1.981,0.088,28.61,-80.6,9.787,0.202,-0.007,-2.091,-0.006,1562.48,387.52,0.168,0.002,987.926,834.139,2.197,0.211,5.094e6,0,5.085,0.515,0.515,0.291,0.099,0.126,0.046,0.101,4.275e-4,0,0,0,0,-2.07e-4,0.009,70,38.485,86.589,0.035,1.958,3.654,820.707,333.513,0.05,0.019
10.177,1749.047,69.702,-13.003,69.73,13.005,42.859,0.013,42.859,0.018,1.99,0.266,28.61,-80.6,9.787,0.331,-0.007,-0.689,-0.005,1562.48,387.52,0.168,0.002,986.575,834.139,2.178,0.209,5.045e6,0,4.989,0.515,0.515,0.291,0.099,0.126,0.076,0.166,-3.219e-4,0,0,0,0,-2.288e-5,0.009,70,38.485,86.518,0.031,1.845,3.631,820.353,333.499,0.05,0.019
10.227,1752.516,69.053,-12.936,69.082,12.937,42.959,0.014,42.959,0.018,2.004,0.177,28.61,-80.6,9.787,0.27,-0.007,1.491,-0.001,1562.48,387.52,0.168,0.002,987.181,834.139,2.186,0.207,4.997e6,0,4.893,0.515,0.515,0.291,0.099,0.126,0.062,0.135,3.504e-4,0,0,0,0,1.093e-4,0.009,70,38.485,86.54,0.027,1.839,3.609,820.001,333.486,0.05,0.019
10.277,1755.952,68.408,-12.864,68.438,12.864,43.059,0.014,43.059,0.018,2.007,0.005,28.61,-80.6,9.787,0.136,-0.007,2.272,-0.016,1562.48,387.52,0.168,0.002,988.556,834.139,2.206,0.205,4.949e6,0,4.799,0.515,0.515,0.291,0.099,0.125,0.031,0.068,4.691e-4,0,0,0,0,2.585e-4,0.009,70,38.485,86.639,0.025,1.855,3.586,819.654,333.472,0.05,0.019
10.327,1759.357,67.767,-12.797,67.796,12.798,43.16,0.014,43.16,0.018,2.003,0.136,28.61,-80.6,9.787,0.032,-0.007,2.864,-0.053,1562.48,387.52,0.168,0.002,989.62,834.139,2.221,0.204,4.901e6,0,4.706,0.515,0.515,0.291,0.099,0.125,0.007,0.016,3.904e-4,0,0,0,0,4.187e-4,0.009,70,38.485,86.773,0.023,1.781,3.564,819.309,333.459,0.05,0.019
10.377,1762.729,67.128,-12.729,67.158,12.733,43.26,0.014,43.26,0.018,1.992,0.313,28.61,-80.6,9.787,0.111,-0.007,-2.703,-0.014,1562.48,387.52,0.168,0.002,988.776,834.139,2.209,0.202,4.854e6,0,4.616,0.515,0.515,0.291,0.099,0.125,0.025,0.056,1.708e-4,0,0,0,0,-3.799e-4,0.009,70,38.485,86.915,0.024,1.759,3.542,818.968,333.446,0.05,0.019
10.427,1766.07,66.494,-12.668,66.523,12.674,43.359,0.014,43.359,0.019,1.973,0.382,28.61,-80.6,9.787,0.174,-0.007,-1.742,-0.006,1562.48,387.52,0.168,0.002,988.105,834.139,2.2,0.2,4.806e6,0,4.526,0.515,0.515,0.291,0.099,0.125,0.04,0.088,-2.65e-4,0,0,0,0,-1.609e-4,0.009,70,38.485,87.028,0.026,1.686,3.521,818.63,333.432,0.05,0.019
10.477,1769.378,65.862,-12.609,65.891,12.617,43.457,0.014,43.457,0.019,1.954,0.447,28.61,-80.6,9.787,0.234,-0.007,-0.918,-0.004,1562.48,387.52,0.168,0.002,987.464,834.139,2.19,0.198,4.759e6,0,4.438,0.514,0.514,0.291,0.099,0.125,0.053,0.117,-1.383e-4,0,0,0,0,-4.554e-5,0.008,70,38.485,87.095,0.029,1.658,3.499,818.295,333.419,0.05,0.019
10.527,1772.656,65.233,-12.553,65.261,12.561,43.554,0.014,43.554,0.019,1.93,0.461,28.61,-80.6,9.787,0.252,-0.007,0.529,-0.003,1562.48,387.52,0.168,0.002,987.261,834.139,2.187,0.196,4.713e6,0,4.352,0.514,0.514,0.291,0.099,0.125,0.058,0.126,2.567e-4,0,0,0,0,1.543e-5,0.008,70,38.485,87.103,0.031,1.663,3.478,817.963,333.406,0.05,0.019
10.577,1775.902,64.606,-12.498,64.634,12.507,43.65,0.014,43.65,0.019,1.908,0.456,28.61,-80.6,9.787,0.254,-0.007,1.612,-0.008,1562.48,387.52,0.168,0.002,987.228,834.139,2.187,0.194,4.666e6,0,4.267,0.514,0.514,0.291,0.099,0.125,0.058,0.127,2.344e-4,0,0,0,0,1.46e-4,0.008,70,38.485,87.047,0.035,1.71,3.457,817.634,333.394,0.05,0.019
10.627,1779.116,63.983,-12.446,64.01,12.453,43.745,0.014,43.745,0.019,1.885,0.422,28.61,-80.6,9.787,0.228,-0.007,2.93,-0.009,1562.48,387.52,0.168,0.002,987.475,834.139,2.191,0.192,4.62e6,0,4.183,0.514,0.514,0.291,0.098,0.125,0.052,0.114,-2.252e-4,0,0,0,0,4.914e-4,0.008,70,38.485,86.931,0.039,1.802,3.436,817.309,333.381,0.05,0.02
10.677,1782.3,63.362,-12.398,63.389,12.402,43.839,0.015,43.839,0.019,1.867,0.325,28.61,-80.6,9.787,0.145,-0.007,3.797,-0.011,1562.48,387.52,0.168,0.002,988.318,834.139,2.203,0.19,4.575e6,0,4.101,0.514,0.514,0.291,0.098,0.125,0.033,0.072,-2.26e-5,0,0,0,0,8.417e-4,0.008,70,38.485,86.76,0.041,1.88,3.415,816.987,333.368,0.05,0.02
10.727,1785.453,62.743,-12.353,62.77,12.354,43.932,0.015,43.932,0.019,1.854,0.192,28.61,-80.6,9.787,0.026,-0.007,4.244,-0.057,1562.48,387.52,0.168,0.002,989.546,834.139,2.22,0.189,4.529e6,0,4.019,0.514,0.514,0.291,0.098,0.125,0.006,0.012,1.812e-4,0,0,0,0,0.001,0.008,70,38.485,86.555,0.039,1.95,3.395,816.668,333.356,0.05,0.02
10.777,1788.574,62.126,-12.308,62.154,12.308,44.024,0.015,44.024,0.019,1.847,0.101,28.61,-80.6,9.787,0.061,-0.007,-4.056,-0.022,1562.48,387.52,0.168,0.002,989.168,834.139,2.215,0.187,4.484e6,0,3.94,0.514,0.514,0.291,0.098,0.125,0.014,0.031,2.695e-4,0,0,0,0,-9.982e-4,0.008,70,38.485,86.345,0.037,2.052,3.374,816.352,333.344,0.05,0.02
10.827,1791.665,61.512,-12.271,61.54,12.271,44.116,0.015,44.116,0.019,1.845,0.099,28.61,-80.6,9.787,0.249,-0.007,-3.653,-0.004,1562.48,387.52,0.168,0.002,987.195,834.139,2.187,0.185,4.439e6,0,3.861,0.514,0.514,0.291,0.098,0.124,0.057,0.125,-7.026e-5,0,0,0,0,-8.258e-4,0.008,70,38.485,86.151,0.033,2.025,3.354,816.039,333.332,0.05,0.02
10.877,1794.726,60.899,-12.236,60.928,12.24,44.209,0.015,44.209,0.02,1.856,0.301,28.61,-80.6,9.787,0.442,-0.007,-1.902,-0.006,1562.48,387.52,0.168,0.002,985.199,834.139,2.158,0.183,4.393e6,0,3.784,0.514,0.514,0.291,0.098,0.124,0.101,0.22,-1.119e-4,0,0,0,0,-2.285e-4,0.008,70,38.485,86.011,0.028,1.913,3.334,815.729,333.319,0.05,0.02
10.927,1797.755,60.289,-12.182,60.318,12.184,44.302,0.015,44.302,0.02,1.872,0.232,28.61,-80.6,9.787,0.384,-0.007,0.092,-0.005,1562.48,387.52,0.168,0.002,985.768,834.139,2.166,0.181,4.349e6,0,3.707,0.513,0.514,0.291,0.098,0.124,0.088,0.191,3.877e-4,0,0,0,0,5.399e-7,0.008,70,38.485,85.965,0.025,1.971,3.315,815.422,333.308,0.05,0.02
10.977,1800.755,59.681,-12.126,59.711,12.126,44.396,0.015,44.396,0.02,1.879,0.13,28.61,-80.6,9.787,0.29,-0.007,1.239,-0.006,1562.48,387.52,0.168,0.002,986.725,834.139,2.18,0.179,4.304e6,0,3.63,0.513,0.514,0.291,0.098,0.124,0.066,0.144,4.304e-4,0,0,0,0,1.009e-4,0.008,70,38.485,86.002,0.022,1.992,3.295,815.119,333.296,0.05,0.02
11.027,1803.723,59.076,-12.067,59.106,12.067,44.49,0.015,44.49,0.02,1.884,0.019,28.61,-80.6,9.787,0.142,-0.007,2.401,-0.011,1562.48,387.52,0.168,0.002,988.244,834.139,2.201,0.178,4.26e6,0,3.555,0.513,0.513,0.291,0.098,0.124,0.032,0.071,-4.482e-4,0,0,0,0,3.866e-4,0.008,70,38.485,86.098,0.021,1.999,3.276,814.818,333.284,0.05,0.02
11.077,1806.662,58.474,-12.007,58.504,12.009,44.584,0.015,44.584,0.02,1.877,0.205,28.61,-80.6,9.787,0.051,-0.007,-2.444,-0.026,1562.48,387.52,0.168,0.002,989.176,834.139,2.215,0.176,4.216e6,0,3.482,0.513,0.513,0.291,0.098,0.124,0.012,0.026,1.483e-4,0,0,0,0,-4.089e-4,0.007,70,38.485,86.222,0.023,2.041,3.257,814.521,333.272,0.05,0.02
11.127,1809.571,57.875,-11.957,57.905,11.96,44.678,0.016,44.678,0.02,1.864,0.258,28.61,-80.6,9.787,0.115,-0.007,-1.995,-0.013,1562.48,387.52,0.168,0.002,988.492,834.139,2.205,0.174,4.171e6,0,3.409,0.513,0.513,0.291,0.098,0.124,0.026,0.058,-3.733e-4,0,0,0,0,-2.782e-4,0.007,70,38.485,86.336,0.028,1.962,3.238,814.227,333.261,0.05,0.02
11.177,1812.45,57.279,-11.907,57.309,11.912,44.771,0.016,44.771,0.02,1.851,0.322,28.61,-80.6,9.787,0.192,-0.007,-1.591,-0.004,1562.48,387.52,0.168,0.002,987.679,834.139,2.193,0.172,4.127e6,0,3.337,0.513,0.513,0.291,0.098,0.124,0.044,0.096,-1.043e-4,0,0,0,0,-1.806e-4,0.007,70,38.485,86.427,0.033,1.918,3.219,813.935,333.25,0.05,0.02
11.227,1815.299,56.685,-11.854,56.714,11.864,44.863,0.016,44.863,0.02,1.831,0.472,28.61,-80.6,9.787,0.36,-0.007,-0.544,-0.004,1562.48,387.52,0.168,0.002,985.929,834.139,2.168,0.17,4.084e6,0,3.269,0.513,0.513,0.291,0.098,0.124,0.083,0.179,-3.264e-5,0,0,0,0,-2.158e-5,0.007,70,38.485,86.48,0.038,2.015,3.201,813.647,333.238,0.05,0.02
11.277,1818.118,56.093,-11.806,56.122,11.819,44.954,0.016,44.954,0.02,1.805,0.556,28.61,-80.6,9.787,0.462,-0.007,1.109,-0.006,1562.48,387.52,0.168,0.002,984.876,834.139,2.153,0.169,4.041e6,0,3.201,0.513,0.513,0.291,0.098,0.124,0.106,0.228,-3.095e-4,0,0,0,0,9.14e-5,0.007,70,38.485,86.467,0.043,2.116,3.182,813.361,333.227,0.05,0.021
11.327,1820.908,55.504,-11.761,55.532,11.775,45.043,0.016,45.043,0.02,1.777,0.565,28.61,-80.6,9.787,0.48,-0.007,2.772,-0.008,1562.48,387.52,0.168,0.002,984.673,834.139,2.15,0.167,3.998e6,0,3.134,0.513,0.513,0.291,0.098,0.124,0.11,0.236,-1.161e-4,0,0,0,0,5.836e-4,0.007,70,38.485,86.369,0.045,2.213,3.164,813.079,333.216,0.05,0.021
11.377,1823.669,54.917,-11.729,54.945,11.735,45.131,0.016,45.131,0.02,1.751,0.359,28.61,-80.6,9.787,0.254,-0.007,4.389,-0.015,1562.48,387.52,0.168,0.002,986.98,834.139,2.183,0.165,3.955e6,0,3.065,0.513,0.513,0.291,0.098,0.124,0.058,0.125,3.886e-4,0,0,0,0,0.001,0.007,70,38.485,86.187,0.044,2.155,3.146,812.8,333.205,0.05,0.021
11.427,1826.4,54.331,-11.702,54.359,11.702,45.218,0.016,45.218,0.021,1.741,0.124,28.61,-80.6,9.787,0.021,-0.007,-4.504,-0.115,1562.48,387.52,0.168,0.002,989.402,834.139,2.218,0.163,3.911e6,0,2.997,0.513,0.513,0.291,0.098,0.123,0.005,0.012,-1.894e-4,0,0,0,0,-0.002,0.007,70,38.485,85.96,0.042,2.071,3.128,812.523,333.195,0.05,0.021
11.477,1829.102,53.747,-11.669,53.775,11.669,45.305,0.016,45.305,0.021,1.738,0.003,28.61,-80.6,9.787,0.173,-0.007,-4.203,-0.014,1562.48,387.52,0.168,0.002,987.801,834.139,2.195,0.162,3.869e6,0,2.933,0.512,0.513,0.291,0.098,0.123,0.039,0.087,-2.858e-5,0,0,0,0,-0.001,0.007,70,38.485,85.738,0.039,2.102,3.111,812.25,333.184,0.05,0.021
11.527,1831.775,53.164,-11.636,53.193,11.637,45.392,0.016,45.392,0.021,1.74,0.089,28.61,-80.6,9.787,0.293,-0.007,-3.431,-0.009,1562.48,387.52,0.168,0.002,986.545,834.139,2.177,0.16,3.826e6,0,2.869,0.512,0.513,0.291,0.098,0.123,0.067,0.147,3.376e-4,0,0,0,0,-9.744e-4,0.007,70,38.485,85.546,0.036,2.127,3.093,811.979,333.174,0.05,0.021
11.577,1834.418,52.583,-11.602,52.612,11.602,45.48,0.017,45.48,0.021,1.746,0.15,28.61,-80.6,9.787,0.376,-0.007,-2.308,-0.005,1562.48,387.52,0.168,0.002,985.67,834.139,2.165,0.158,3.784e6,0,2.807,0.512,0.513,0.291,0.098,0.123,0.086,0.187,-5.246e-5,0,0,0,0,-4.506e-4,0.007,70,38.485,85.402,0.031,2.134,3.076,811.712,333.163,0.05,0.021
11.627,1837.033,52.004,-11.559,52.034,11.559,45.567,0.017,45.567,0.021,1.754,0.108,28.61,-80.6,9.787,0.33,-0.007,-1.064,-0.007,1562.48,387.52,0.168,0.002,986.134,834.139,2.171,0.157,3.742e6,0,2.745,0.512,0.512,0.291,0.098,0.123,0.075,0.164,-3.938e-4,0,0,0,0,-9.785e-5,0.007,70,38.485,85.318,0.027,2.203,3.059,811.447,333.153,0.05,0.021
11.677,1839.619,51.427,-11.519,51.457,11.52,45.655,0.017,45.655,0.021,1.758,0.106,28.61,-80.6,9.787,0.332,-0.007,-0.25,-0.003,1562.48,387.52,0.168,0.002,986.1,834.139,2.171,0.155,3.7e6,0,2.683,0.512,0.512,0.291,0.098,0.123,0.076,0.165,3.665e-4,0,0,0,0,-5.519e-6,0.007,70,38.485,85.287,0.025,2.184,3.042,811.185,333.143,0.05,0.021
11.727,1842.176,50.852,-11.483,50.883,11.483,45.743,0.017,45.743,0.021,1.764,0.138,28.61,-80.6,9.787,0.378,-0.007,0.955,-0.007,1562.48,387.52,0.168,0.002,985.621,834.139,2.164,0.153,3.658e6,0,2.622,0.512,0.512,0.291,0.098,0.123,0.086,0.187,-4.327e-4,0,0,0,0,8.251e-5,0.007,70,38.485,85.306,0.023,2.073,3.026,810.926,333.133,0.05,0.021
11.777,1844.704,50.279,-11.435,50.31,11.435,45.831,0.017,45.831,0.021,1.77,0.028,28.61,-80.6,9.787,0.229,-0.007,2.013,-0.005,1562.48,387.52,0.168,0.002,987.144,834.139,2.186,0.151,3.616e6,0,2.562,0.512,0.512,0.291,0.098,0.123,0.052,0.114,-5.318e-5,0,0,0,0,3.745e-4,0.006,70,38.485,85.382,0.022,2.089,3.009,810.671,333.123,0.05,0.021
11.827,1847.204,49.709,-11.383,49.74,11.384,45.92,0.017,45.92,0.021,1.767,0.151,28.61,-80.6,9.787,0.027,-0.007,-2.239,-0.051,1562.48,387.52,0.168,0.002,989.242,834.139,2.216,0.15,3.575e6,0,2.504,0.512,0.512,0.291,0.098,0.123,0.006,0.013,-3.972e-4,0,0,0,0,-4.739e-4,0.006,70,38.485,85.491,0.024,2.18,2.993,810.418,333.113,0.05,0.021
